,lemma,Polarity
6256,informe,-0.25
6257,infortunio,-0.4
6258,infrabastecer,0.375
6259,inframaxilar,-0.5
6260,infranqueable,-0.937
6261,infrarrojo,0.25
6262,infrasónico,0.375
6263,infravivienda,-0.25
6264,infructuosidad,0.25
6265,infructuoso,-0.333
6266,infundado,-0.25
6267,infundir_miedo,-0.625
6268,infundir_temor,-0.625
6269,ingeniera,0.25
6270,ingeniero_espacial,0.375
6271,ingenioso,0.531
6272,ingenuo,-0.375
6273,ingerir,0.375
6274,ingratitud,-1.0
6275,ingrato,-0.75
6276,inhabilidad,-0.875
6277,inhabilitado,-0.625
6278,inharmónico,-0.25
6279,inheredable,-0.375
6280,inhibidor,0.3125
6281,inhibirse,-0.25
6282,inhospitalario,-0.375
6283,inhospitalidad,-0.75
6284,inhumación,-0.25
6285,inhumanidad,-0.333
6286,iniciador,0.25
6287,inicuo,-0.312
6288,inidentificado,-0.375
6289,inigual,-0.375
6290,inigualable,0.25
6291,inigualado,0.375
6292,inimaginable,-0.375
6293,ininteligente,-0.5
6294,injerto_de_piel,-0.25
6295,injurioso,-1.0
6296,injustamente,-0.25
6297,injustificable,-0.375
6298,injustificadamente,-0.5
6299,injustificado,-0.25
6300,inmaculado,0.313
6301,inmaduro,-0.292
6302,inmanejable,-0.25
6303,inmanente,0.438
6304,inmarcesible,-0.25
6305,inmemorable,0.25
6306,inmencionable,0.25
6307,inmenso,0.375
6308,inmensurable,0.25
6309,inmerecido,-0.7
6310,inmigrado,-0.25
6311,inmigrante,-0.25
6312,inminencia,-0.375
6313,inmoderado,-0.25
6314,inmodestia,0.25
6315,inmolación,-0.375
6316,inmolar,-0.5
6317,inmoral,-0.25
6318,inmortal,-0.375
6319,inmortalidad,-0.312
6320,inmovilista,0.25
6321,inmudable,-0.25
6322,inmundicia,-0.25
6323,inmundo,-0.312
6324,inmunitario,-0.25
6325,inmutabilidad,-0.625
6326,innavegable,-0.5
6327,innoble,-0.292
6328,innombrable,0.25
6329,innovador,0.5
6330,innumerable,0.25
6331,inobservancia,-0.812
6332,inocentada,0.375
6333,inocente,0.393
6334,inocentón,-0.25
6335,inoculación,-0.25
6336,inodoro,-0.25
6337,inoperable,-0.5
6338,inoportuno,-0.361
6339,inositol,-0.25
6340,inpalpable,-0.25
6341,inpenetrable,-0.437
6342,inprocedencia,-0.25
6343,inpronunciable,0.25
6344,inquietamente,-0.375
6345,inquietante,-0.375
6346,inquietar,-0.344
6347,inquietarse,-0.333
6348,inquieto,-0.275
6349,inquina,-0.25
6350,inquiridor,0.375
6351,inquisición,-0.25
6352,inquisidor,0.375
6353,inquisitivamente,-0.25
6354,inquisitorial,0.375
6355,insalubridad,-0.25
6356,insalvable,-0.5
6357,insalvables,-0.5
6358,insania,-0.25
6359,insatisfacción,-0.312
6360,insatisfacible,-0.5
6361,insatisfactorio,-0.25
6362,insatisfecho,-0.5
6363,insecticida,-0.25
6364,insecto_coreido,0.25
6365,inseguridad,-0.437
6366,insensatez,-0.268
6367,insensato,-0.333
6368,insensibilidad,-0.375
6369,insensibilizado,-0.5
6370,insensitividad,-0.625
6371,inservible,-0.25
6372,insidia,-0.437
6373,insidioso,-0.25
6374,insignia_de_grado,-0.375
6375,insignia_de_rango,-0.375
6376,insignias,-0.25
6377,insincera,-0.25
6378,insincero,-0.5
6379,insipidez,-0.275
6380,insociable,-0.375
6381,insolencia,-0.375
6382,insolente,-0.375
6383,insoluble,-0.458
6384,insolvencia,-0.75
6385,insolvente,0.5
6386,insonorizado,0.0625
6387,insoportable,-0.375
6388,insospechadamente,-0.375
6389,insospechado,-0.375
6390,insostenible,-0.5
6391,inspector_general,-0.25
6392,inspiracional,0.375
6393,inspirador,0.375
6394,instalaciones_recreativas,0.25
6395,instalación_deportiva,0.25
6396,instantaneidad,0.375
6397,instantáneamente,-0.25
6398,instigador,0.25
6399,instigador_de_odio,-0.25
6400,instinto_de_muerte,-0.5
6401,instinto_paternal,0.25
6402,institucionalizado,0.375
6403,institución_docente,0.375
6404,institución_educacional,0.375
6405,instructivo,0.375
6406,instruido,0.542
6407,instrumental,0.313
6408,instrumentalismo,0.25
6409,instrumento_de_percusión,0.25
6410,instrumento_de_tortura,-0.25
6411,instrumento_óptico,0.25
6412,insubmergible,-0.375
6413,insubordinado,-0.375
6414,insubstancialidad,-0.875
6415,insuficiencia,-0.417
6416,insuficiencia_cardíaca,-0.375
6417,insuficiencia_coronaria,-0.375
6418,insuficiencia_renal,-0.25
6419,insuficiente,-0.375
6420,insulsez,-0.5
6421,insulso,-0.344
6422,insultante,-0.75
6423,insulto,-0.5
6424,insultos,-0.25
6425,insurgente,-0.25
6426,insurrecto,0.25
6427,insustancial,-0.286
6428,insustancialidad,-0.5
6429,insípido,-0.25
6430,insólito,-0.25
6431,intachable,0.5
6432,integrador,0.0625
6433,integrante,0.375
6434,integridad,0.333
6435,integridad_personal,0.375
6436,intelectual,0.594
6437,inteligencia,0.275
6438,inteligencia_táctica,-0.25
6439,inteligente,0.604
6440,inteligibilidad,0.25
6441,intemperadamente,0.25
6442,intencionado,0.438
6443,intencional,0.5
6444,intencionalidad,0.292
6445,intensamente,-0.25
6446,intensional,0.375
6447,intento_de_estafa,-0.25
6448,interactivo,0.375
6449,interactuación,0.25
6450,intercalar,0.25
6451,intercambiabilidad,0.375
6452,intercambiable,0.375
6453,intercambio_de_favores,0.25
6454,intercambio_de_pareja,0.25
6455,interconfesional,0.375
6456,interdependiente,0.25
6457,interdicto,-0.344
6458,interdicto_permanente,-0.25
6459,interdisciplinario,0.25
6460,interesado,0.313
6461,interesante,0.563
6462,interesar,0.333
6463,interesarse,0.563
6464,interferencia,-0.25
6465,interinidad,-0.25
6466,interino,-0.25
6467,intermolecular,0.375
6468,internarse,0.375
6469,interno,0.281
6470,interpersonal,0.375
6471,interpretable,0.625
6472,interpretación_de_roles,0.25
6473,interpretativo,0.375
6474,interrelacionarse,0.25
6475,intersecarse,0.25
6476,intersectar,0.25
6477,intersexual,0.313
6478,interuniversitario,-0.25
6479,interés,0.321
6480,interés_personal,0.313
6481,interés_simple,0.375
6482,intimidado,-0.292
6483,intimidante,-0.5
6484,intolerable,-0.25
6485,intolerancia,-0.312
6486,intoxicación,-0.25
6487,intraducible,-0.25
6488,intranquilizador,-0.25
6489,intranquilizar,-0.25
6490,intransigencia,-0.375
6491,intransigente,-0.312
6492,intransitable,-1.0
6493,intransitivo,-0.375
6494,intratable,-0.292
6495,intrigante,0.313
6496,introductorio,0.25
6497,introvertido,0.3125
6498,intrínseco,0.25
6499,intuicionismo,0.25
6500,inundado,0.25
6501,inundarse,0.25
6502,inutilidad,-0.292
6503,inutilizable,-0.375
6504,invalidez,-0.292
6505,invalorable,0.5
6506,invasor,-0.375
6507,invectiva,-0.333
6508,invencibilidad,-0.25
6509,inventivo,0.625
6510,investigación_empírica,0.25
6511,investigación_judicial,-0.5
6512,investigador,0.375
6513,inviabilidad,-0.25
6514,inviable,-0.25
6515,invicto,0.625
6516,invidencia,-0.75
6517,invidente,-0.5
6518,inviolable,-0.281
6519,invisibilidad,-0.25
6520,invitador,0.25
6521,involucrado,0.313
6522,involuntariamente,-0.312
6523,invulnerabilidad,-0.312
6524,inyectable,0.375
6525,inánime,-0.344
6526,inédito,-0.25
6527,inútil,-0.31
6528,ionosfera,0.25
6529,ipomoea,0.25
6530,ir_a_dormir,-0.25
6531,ir_a_rebufo,-0.25
6532,ir_contra,0.375
6533,ir_de_excursión,0.25
6534,ir_de_gira,0.313
6535,ir_de_puntillas,-0.375
6536,ir_en_yate,-0.25
6537,iracundia,-0.375
6538,iracundo,-0.583
6539,irascibilidad,-0.375
6540,irascible,-0.562
6541,iron_número_cinco,-0.25
6542,irracional,-0.325
6543,irracionalidad,-0.437
6544,irreal,-0.375
6545,irrealizable,-0.25
6546,irreconocible,-0.687
6547,irrecuperable,-0.625
6548,irredimible,-0.25
6549,irreducible,-0.625
6550,irreligioso,-0.25
6551,irremediable,0.375
6552,irreparable,0.313
6553,irrepresentable,-0.875
6554,irreprimibilidad,0.375
6555,irreprimible,0.375
6556,irreprimido,-0.25
6557,irresoluble,-0.25
6558,irresoluto,-0.25
6559,irrespetuoso,-0.5
6560,irreverencia,-0.312
6561,irreverente,-0.333
6562,irreverentemente,-0.375
6563,irreversibilidad,-0.25
6564,irreversible,-0.75
6565,irrisión,-0.375
6566,irritabilidad,-0.375
6567,irritable,-0.479
6568,irritación,-0.417
6569,irritado,-0.625
6570,irritante,-0.5
6571,irritar,-0.361
6572,irrompible,0.313
6573,irse_a_pique,-0.25
6574,irse_al_catre,-0.25
6575,irse_de,-0.625
6576,irvingia,-0.375
6577,isocíclico,0.25
6578,isoniacida,0.25
6579,isósceles,0.25
6580,isótropo,0.375
6581,italohablante,0.25
6582,iterativo,0.563
6583,itraconazol,-0.25
6584,ixódidos,-0.5
6585,izado,0.375
6586,izquierdas,0.25
6587,izquierdo,0.25
6588,jacaranda,-0.25
6589,jacarandá,-0.25
6590,jacobeo,0.25
6591,jaqueca,-0.25
6592,jardín_del_Edén,0.375
6593,jarra_de_Leyden,0.25
6594,jarrete,-0.25
6595,jaspeación,0.25
6596,jaspeado,0.25
6597,jeans,-0.25
6598,jeremiada,-0.5
6599,jerga,0.375
6600,jesuita,0.375
6601,jesuítico,0.375
6602,jet_set,0.375
6603,jihadi,-0.25
6604,jingoísta,0.25
6605,jitter,-0.375
6606,jocosamente,0.375
6607,jocosidad,0.275
6608,jocoso,0.5
6609,jocundidad,0.5
6610,jodido,0.375
6611,jonrón,0.375
6612,jorge,0.25
6613,jorguinería,-0.25
6614,jornada,0.25
6615,jornadas,0.25
6616,jorobado,-0.5
6617,jorobar,-0.375
6618,jovial,0.775
6619,jovialidad,0.583
6620,joya,0.458
6621,joyas_de_la_corona,-0.375
6622,jubileo,0.375
6623,jubiloso,0.563
6624,jubón,-0.25
6625,judicial,0.25
6626,judío,0.25
6627,judío_conservador,0.25
6628,judío_errante,-0.25
6629,juego_de_mesa,0.25
6630,juego_de_salón,0.5
6631,juego_del_tejo,0.25
6632,juego_sucio,-0.375
6633,jugar_una_broma,-0.625
6634,jugo_digestivo,0.25
6635,juguetón,0.563
6636,juicioso,0.833
6637,jumento,-0.312
6638,jumentoso,-0.25
6639,juncoso,-0.25
6640,junky,-0.375
6641,junta_de_accionistas,0.25
6642,junta_de_reclutamiento,0.25
6643,juntado,0.375
6644,juntamente,-0.25
6645,junto,0.375
6646,juramento_hipocrático,0.375
6647,jurar_el_cargo,0.25
6648,jurar_renunciar_a,0.375
6649,justicia,0.25
6650,justiciable,0.5
6651,justiciero,-0.25
6652,justificable,0.625
6653,justificadamente,0.375
6654,justificador,0.25
6655,justificante,0.25
6656,justificarse,-0.375
6657,justillo,-0.25
6658,justo,0.675
6659,juvenil,0.25
6660,júbilo,0.542
6661,kaon,-0.25
6662,kart,-0.25
6663,kaón,-0.25
6664,kernicterus,-0.375
6665,kiang,-0.25
6666,kimono,-0.25
6667,kitch,-0.375
6668,kitsch,-0.6875
6669,kleenex,-0.25
6670,koinonía,0.25
6671,la_intelectualidad,0.25
6672,la_verdad,0.75
6673,labrantío,0.5
6674,laceración,-0.25
6675,lacrar,0.375
6676,lactante,-0.25
6677,lactar,0.375
6678,lactoflavina,-0.375
6679,lacónico,0.375
6680,ladino,0.625
6681,lado_bueno,-0.5
6682,lado_positivo,-0.5
6683,ladrón,-0.25
6684,ladrón_de_carretera,-0.25
6685,lagrimar,-0.875
6686,laicado,0.25
6687,laicismo,0.25
6688,lama_glama,-0.25
6689,lambdacismo,-0.25
6690,lamentable,-0.4
6691,lamentable_caso,-0.25
6692,lamentable_ejemplo,-0.25
6693,lamentablemente,-0.5
6694,lamentación,-0.5
6695,lamentado,-0.5
6696,lamentar,-0.25
6697,lamentarse,-0.464
6698,lamento,-0.475
6699,lampyridae,0.25
6700,lanar,0.25
6701,lanceolado,0.25
6702,languidecer,-0.417
6703,lanuginoso,0.25
6704,lanzar_improperios_contra,-0.625
6705,lanzar_una_ofensiva,-0.375
6706,lapidación,-0.25
6707,lapidar,-0.25
6708,largeza,0.25
6709,largo,0.3
6710,larguirucho,0.25
6711,laringitis_espasmódica,-0.25
6712,laringofaringe,-0.5
6713,larvado,0.25
6714,larvicida,-0.25
6715,las_24_horas,-0.25
6716,lasitud,-0.531
6717,lastimar,-0.375
6718,lastimero,-0.75
6719,laterita,-0.25
6720,latitud,-0.25
6721,latitud_lunar,-0.25
6722,latrodectus,-0.25
6723,laudable,1.0
6724,laudatorio,0.75
6725,laureado,0.5
6726,laurear,0.5
6727,laureles,0.5
6728,lauréola,-0.25
6729,lavable,0.375
6730,lavarse_las_manos,-0.25
6731,lavorable,0.5
6732,laxar,0.375
6733,laya,0.25
6734,lazo_azul,0.375
6735,leal,0.7
6736,lealtad,0.313
6737,leche_pasteurizada,-0.25
6738,lechero,0.375
6739,lecho_de_enfermo,-0.25
6740,lechuzo,-0.375
6741,lectura_pública,0.25
6742,lederhosen,-0.25
6743,leer_la_cartilla,-0.25
6744,legalidad,0.5
6745,legalización,0.25
6746,legalizar,0.25
6747,legato,0.25
6748,legible,0.375
6749,legionella,-0.25
6750,legitimar,0.292
6751,legítimo,0.411
6752,lejano,0.292
6753,lengua_afilada,-0.25
6754,lengua_cosmopolita,-0.25
6755,lengua_mordaz,-0.25
6756,lengua_natural,0.25
6757,lengua_sánscrita,0.25
6758,lenguaje_natural,0.25
6759,lenguaje_soez,-0.5
6760,lenitivo,0.0
6761,lentamente,-0.375
6762,lente_anastigmática,0.375
6763,lente_convexa,0.25
6764,lente_de_electrones,-0.25
6765,lente_granangular,-0.25
6766,lentes,-0.25
6767,leonado,0.25
6768,leontina,-0.25
6769,lepiota_morgani,-0.375
6770,lepra,-0.375
6771,leptospira,-0.25
6772,lerdo,-0.812
6773,lesa_majestad,-0.25
6774,lesbiana,0.25
6775,lesión,-0.25
6776,letal,-0.437
6777,letalidad,-0.25
6778,letargo,-0.333
6779,letra_bastardilla,0.25
6780,letra_corrida,0.25
6781,letra_cursiva,0.25
6782,letra_mayúscula,0.25
6783,letrado,0.563
6784,letrero,0.25
6785,leucemia,-0.25
6786,leucocitosis,-0.375
6787,leucoencefalitis,-0.25
6788,leucopenia,-0.375
6789,levantado,0.25
6790,levantar_barricadas,-0.25
6791,levedad,-0.375
6792,ley_de_Dalton,-0.375
6793,ley_del_linchamiento,-0.375
6794,ley_estatutaria,-0.25
6795,ley_marcial,-0.375
6796,ley_musulmana,-0.25
6797,leyenda_fantástica,-0.25
6798,leíble,0.25
6799,leído,0.5
6800,liarse_a_puñetazos,-0.25
6801,liarse_a_puños,-0.375
6802,liberador,0.375
6803,liberal,0.438
6804,liberalidad,0.313
6805,liberalismo,0.25
6806,liberarse,-0.375
6807,libertad_de_expresión,0.25
6808,libertad_de_prensa,0.375
6809,libertad_de_religión,0.25
6810,libertador,0.25
6811,libertario,0.313
6812,libertarismo,0.25
6813,libertinismo,-0.25
6814,libertino,-0.25
6815,librador,0.25
6816,libre,-0.25
6817,libre_comercio,0.25
6818,librecambio,0.25
6819,libreta_de_ahorro,0.25
6820,libreta_de_ahorros,0.25
6821,libro_de_conocimiento,0.25
6822,licantropía,0.25
6823,licenciarse,0.375
6824,licencioso,-0.375
6825,licitador,0.25
6826,licitud,0.25
6827,licopeno,-0.5
6828,licántropo,-0.25
6829,lid,-0.25
6830,lidiar,-0.25
6831,lidiar_con,0.375
6832,ligado,0.25
6833,ligarse,-0.25
6834,ligeramente,-0.292
6835,ligeros,-0.25
6836,lignificado,-0.25
6837,ligoteo,0.25
6838,liguero,-0.25
6839,ligón,-0.25
6840,lila,0.375
6841,liliáceo,0.375
6842,limenitis,-0.25
6843,limitador,0.5
6844,limnología,0.25
6845,limo,-0.25
6846,limones,0.25
6847,limpiador,0.313
6848,limpieza,0.25
6849,limpio,0.361
6850,limítrofe,0.25
6851,linchamiento,-0.375
6852,linchar,-0.75
6853,lindero,0.25
6854,lindo,0.875
6855,linebacker,0.25
6856,linfadenoma,-0.25
6857,linfogranuloma,-0.25
6858,lingualumina,-0.25
6859,linimento,-0.375
6860,liofilizado,0.25
6861,liposarcoma,-0.375
6862,lipotimia,-0.375
6863,liquescente,0.25
6864,liquidado,0.375
6865,liquidador,0.375
6866,liricidad,0.5
6867,lisiado,-0.5
6868,lisiar,-0.25
6869,lisis,-0.25
6870,lisonjear,0.375
6871,lisonjero,0.688
6872,lista_negra,0.25
6873,listado,0.25
6874,listeriosis,-0.25
6875,listo,0.387
6876,litera_de_abajo,-0.5
6877,liviano,0.375
6878,lividez,-0.75
6879,liza,-0.5
6880,llamada_a_filas,0.25
6881,llamada_de_atención,-0.875
6882,llamada_de_teléfono,0.25
6883,llamada_telefónica,0.25
6884,llamamiento,-0.25
6885,llaneza,0.25
6886,llanto,-0.312
6887,llegar_al_nivel,0.375
6888,llegar_hondo,0.25
6889,llegar_lejos,0.25
6890,lleno,0.321
6891,llevadero,-0.25
6892,llevar_a_término,0.25
6893,llevar_al_altar,0.25
6894,llevar_duelo,-0.5
6895,llevarse_el_pastel,0.25
6896,llorado,-0.5
6897,llorar,-0.667
6898,llorica,-0.25
6899,lloricoso,0.375
6900,lloriquear,-0.281
6901,lloriqueo,-0.375
6902,lloro,-0.281
6903,llorón,-0.5
6904,llovedera,-0.375
6905,llovido,0.375
6906,llueca,0.25
6907,lluvia_radioactiva,-0.625
6908,lo_apetitoso,0.25
6909,lo_certero,0.375
6910,lo_delicioso,0.25
6911,lo_directo,0.375
6912,lo_gustoso,0.25
6913,lo_sabroso,0.25
6914,loable,1.0
6915,loar,0.5
6916,lob,0.375
6917,lobreguez,-0.25
6918,loca,-0.312
6919,localizado,0.25
6920,locatis,-0.292
6921,locato,-0.25
6922,loco,-0.292
6923,locuaz,0.25
6924,locuelo,-0.25
6925,locura,-0.25
6926,lodacero,-0.312
6927,lodazal,-0.25
6928,longanimidad,0.313
6929,longevo,0.375
6930,longitudinalmente,0.375
6931,loquera,-0.5
6932,lordosis,-0.625
6933,lorelei,-0.375
6934,lovastatina,-0.375
6935,loza_china,0.375
6936,loza_de_barro,-0.25
6937,lucha_libre,-0.25
6938,luchador,-0.25
6939,luchar_a_puñetazos,-0.25
6940,lucidez,0.25
6941,lucrar,0.375
6942,lucrativo,0.438
6943,lucro,0.375
6944,ludibrio,-0.25
6945,ludita,0.375
6946,lugar_de_interés_turístico,0.375
6947,lugar_de_moda,0.25
6948,lugar_de_reunión,0.25
6949,lugar_estratégico,0.25
6950,lugar_imagianario,0.25
6951,lugarteniente,0.375
6952,lujoso,0.375
6953,lujuriar,0.25
6954,lujurioso,0.3
6955,luminancia,0.25
6956,luminiscencia,-0.25
6957,luminosidad,0.417
6958,luminoso,0.344
6959,lumpemproletariado,-0.25
6960,luna_de_cosecha,-0.25
6961,lunar_postizo,-0.375
6962,lunático,-0.281
6963,lustrado,0.25
6964,lustroso,0.5
6965,luto,-0.75
6966,luz_de_advertencia,-0.375
6967,luz_de_alarma,-0.375
6968,luz_roja,-0.25
6969,lycopodiales,-0.25
6970,lábil,0.25
6971,lámpara_de_Aladino,0.25
6972,lámpara_de_neón,-0.25
6973,lánguido,-0.312
6974,lástima,-0.25
6975,lésbico,0.25
6976,lícito,0.344
6977,límpido,0.25
6978,línea_de_batalla,-0.375
6979,línea_de_salida,0.25
6980,línea_divisoria,0.25
6981,lío,-0.26
6982,líquido,0.275
6983,lírico,0.25
6984,lívido,0.375
6985,lóbregamente,-0.375
6986,lóbrego,-0.812
6987,lógica,0.292
6988,lógica_alética,0.25
6989,lógica_doxástica,0.25
6990,lógico,0.625
6991,lúbrico,0.313
6992,lúcido,0.417
6993,lúgubre,-0.5
6994,lúgubremente,-0.375
6995,lúpulo,-0.25
6996,macabro,-0.75
6997,machaca,-0.375
6998,machacón,-0.312
6999,machado,-0.25
7000,machista,0.25
7001,macro,0.5
7002,macroglosia,-0.375
7003,macroscópico,0.25
7004,macrón,0.25
7005,madera_de_arce,-0.25
7006,madera_de_sicomoro,-0.25
7007,madera_de_sicómoro,-0.25
7008,madre_superiora,0.375
7009,madriguera,-0.312
7010,madrás,0.25
7011,madurado,0.5
7012,maduro,0.453
7013,maestrazgo,0.25
7014,maestro_cocinero,0.25
7015,maestría,0.281
7016,mafioso,-0.25
7017,magenta,0.0625
7018,magia_negra,-0.25
7019,magisterial,-0.25
7020,magistral,0.813
7021,magistratura,-0.25
7022,magnanimidad,0.25
7023,magnicidio,-0.75
7024,magnificencia,0.35
7025,magnánime,0.5
7026,magnánimo,0.438
7027,magnético,0.25
7028,magnífico,0.804
7029,magrez,-0.375
7030,magrura,-0.375
7031,magullar,-0.25
7032,mahayanismo,0.25
7033,maitre,0.25
7034,majara,-0.5
7035,majareta,-0.5
7036,majestuoso,0.719
7037,majeza,0.438
7038,mal,-0.45
7039,mal_carácter,-1.0
7040,mal_de_mar,-0.375
7041,mal_ejemplo,-0.25
7042,mal_emparejado,-0.25
7043,mal_empleo,-0.375
7044,mal_entendido,-0.25
7045,mal_genio,-0.375
7046,mal_gusto,-0.375
7047,mal_humor,-0.5
7048,mal_viaje,-0.25
7049,mala_administración,-0.25
7050,mala_fama,-0.25
7051,mala_fe,-0.5
7052,mala_jugada,-0.5
7053,mala_leche,-0.312
7054,mala_memoria,-0.375
7055,mala_pata,-0.25
7056,mala_pronunciación,-0.375
7057,malabsorción,-0.375
7058,malacia,-0.375
7059,malandrín,-0.25
7060,malapropismo,-0.25
7061,malaria,-0.25
7062,malcasarse,0.375
7063,malcontento,-0.375
7064,malcriador,-0.25
7065,maldecido,-0.25
7066,maldiciente,-0.25
7067,maldición,-0.562
7068,maleable,0.375
7069,maleante,-0.25
7070,maledicencia,-0.375
7071,maleducado,-0.35
7072,maleficencia,-0.562
7073,maleficio,-0.375
7074,malentendido,0.25
7075,maletudo,-0.5
7076,malevolencia,-0.562
7077,malformación,-0.437
7078,malformado,-0.25
7079,malhumor,-0.531
7080,malhumorado,-0.833
7081,malicia,-0.375
7082,malignidad,-0.562
7083,maligno,-0.469
7084,malintencionado,-0.5
7085,malnutrición,-0.25
7086,malograrse,-0.5
7087,malogro,-0.25
7088,maloliente,-1.0
7089,malos_modales,-0.25
7090,malos_tratos,-0.25
7091,malparir,-0.75
7092,malquerencia,-0.375
7093,maltratador,-0.375
7094,maltratar,-0.25
7095,malus_sylvestris,-0.25
7096,malva,0.375
7097,malvadamente,-0.25
7098,malvender,-0.375
7099,malversar,-0.25
7100,malware,-0.25
7101,maléfico,-0.875
7102,malévolo,-0.775
7103,mamotreto,-0.25
7104,mamporro,-0.25
7105,manager,0.25
7106,mancha,-0.3
7107,mancha_de_aceite,-0.25
7108,mancha_de_barro,-0.25
7109,mancha_de_lodo,-0.25
7110,mancha_de_nacimiento,-0.25
7111,mancha_de_óxido,-0.25
7112,manchurrón,-0.375
7113,manchón,-0.375
7114,mancillado,-0.25
7115,mandante,-0.25
7116,mandarina,0.25
7117,mandibular,-0.5
7118,mandil,-0.312
7119,mandinga,-0.625
7120,mando_hidráulico,-0.25
7121,manejabilidad,0.333
7122,manejable,0.625
7123,manga_raglán,-0.25
7124,manganeso,-0.25
7125,mangar,-0.5
7126,mangueo,-0.25
7127,mangui,-0.25
7128,manguito,0.25
7129,maniaco,-0.312
7130,maniacodepresivo,-0.6875
7131,maniatado,0.5
7132,manicura,0.375
7133,manida,-0.5
7134,manifiesto,0.354
7135,maniobrable,0.5
7136,manipulabilidad,0.25
7137,manipular,-0.286
7138,manitas,0.875
7139,manosear,-0.281
7140,manotada,-0.25
7141,manotazo,-0.25
7142,mansedumbre,0.25
7143,mansión,0.25
7144,manso,0.281
7145,mansuetud,0.25
7146,mantenerse_fresco,-0.5
7147,mantenible,0.375
7148,mantenido,0.375
7149,mantenimiento_del_coche,0.375
7150,mantequilla_de_cacao,-0.25
7151,mantilla,-0.25
7152,manto_lúgubre,-0.25
7153,mantón,-0.25
7154,manualidad,0.313
7155,manumitir,0.25
7156,manzana_camuesa,0.25
7157,manzana_podrida,-0.5
7158,manzana_reineta,0.25
7159,manzana_silvestre,0.375
7160,manzano_silvestre,-0.25
7161,maqueta,0.25
7162,maquinar,-0.312
7163,marattiales,-0.25
7164,maravilla,0.417
7165,maravilloso,0.719
7166,marca_de_estilo,0.25
7167,marca_distintiva,0.25
7168,marcado,-0.25
7169,marcha_militar,0.25
7170,marcha_sindical,-0.5
7171,mareado,-0.437
7172,marginalidad,0.25
7173,maria,0.25
7174,marica,0.0
7175,maricón,-0.375
7176,marinero_polémico,-0.25
7177,marinería,0.5
7178,mariposón,-0.375
7179,mariquita,0.375
7180,marketing,0.25
7181,marmolación,0.25
7182,marrajo,0.25
7183,marrano,0.25
7184,marrullería,0.375
7185,marrón,0.375
7186,marrón-rojizo,0.25
7187,marsala,-0.25
7188,marshal,-0.375
7189,martingala,-0.375
7190,martirio,-0.5
7191,masacrar,-0.25
7192,masacre,-0.25
7193,masajear,0.25
7194,mascara,-0.25
7195,mascarada,-0.25
7196,masculinidad,0.25
7197,mascullar,-0.25
7198,masivo,0.375
7199,masoquista,0.3125
7200,mastalgia,-0.5
7201,mastelero,-0.375
7202,master_en_pedagogía,0.25
7203,masticable,0.438
7204,masticador_ruidoso,-0.25
7205,masticar_ruidosamente,-0.25
7206,mastuerzo_acuático,0.25
7207,mastuerzo_de_agua,0.25
7208,masturbación,0.25
7209,mata,-0.25
7210,matachín,-0.312
7211,matanza,-0.458
7212,mataperros,-0.25
7213,matar_a_tiros,-0.5
7214,matar_de_risa,0.25
7215,matar_violentamente,-1.0
7216,matarratas,-0.25
7217,matarse,0.25
7218,matatenas,0.25
7219,matemáticamente,0.375
7220,material_aislante,-0.25
7221,material_bélico,-0.25
7222,materializado,0.25
7223,matiné,0.25
7224,maton,-0.25
7225,matricidio,-0.375
7226,matrilineal,0.25
7227,matrimoniarse,0.25
7228,matutero,-1.0
7229,matón,-0.292
7230,maula,-0.25
7231,maullido,0.375
7232,maximalista,-0.5
7233,maximización,0.25
7234,maximizar,0.313
7235,mayúscula,0.25
7236,mazmorra,-0.25
7237,maña,0.3
7238,mañanita,-0.375
7239,mañoso,0.563
7240,mecanismo_acústico,0.375
7241,mecanismo_de_defensa,-0.375
7242,mecanografiado,-0.25
7243,mecenazgo,0.375
7244,mediana,0.25
7245,medicación_con_cuentagotas,0.25
7246,medicamentoso,0.5
7247,medicar,0.375
7248,medicinal,0.625
7249,medicinar,0.375
7250,medida_cautelar,-0.625
7251,medida_de_contrapeso,0.25
7252,medida_provisional,0.25
7253,medidas,0.375
7254,medidas_drásticas,0.25
7255,medido,0.25
7256,medio_de_comunicación_escrito,-0.25
7257,medio_relieve,0.25
7258,medioambientalista,-0.25
7259,medios,-0.312
7260,medirse,0.25
7261,meditado,0.5
7262,meditativo,0.375
7263,medrar,0.813
7264,medula_oblonga,-0.25
7265,mefítico,-0.75
7266,megalomanía,0.375
7267,megalomaníaco,-0.4375
7268,megalómano,-0.375
7269,megamuerte,-0.375
7270,mejor,0.5
7271,mejora,0.328
7272,mejorado,0.417
7273,mejorar,0.281
7274,mejoría,0.75
7275,melancolía,-0.375
7276,melancólico,-0.375
7277,melanismo,-0.25
7278,melanosis,-0.25
7279,melena,-0.375
7280,melfalán,0.25
7281,melindre,-0.25
7282,melodioso,0.5
7283,melodramáticamente,-0.375
7284,melodramático,-0.125
7285,melopsittacus_undulatus,-0.25
7286,melódicamente,0.25
7287,melódico,0.313
7288,memo,-0.375
7289,memorable,0.375
7290,memoria_a_largo_plazo,-0.25
7291,memoria_no_volátil,-0.25
7292,memoria_volátil,0.25
7293,mención_honorífica,0.25
7294,mendacidad,-0.375
7295,mendaz,-0.25
7296,mendicante,0.375
7297,mendigo,-0.25
